"","receptor","pathway","tf","tf_PPR","category"
"1493","Cd28","Adaptive Immune System","Map3k7",0.00192447957926816,"Immune System"
"1494","Cd28","Adaptive Immune System","Nfkbia",0.00668409423732292,"Immune System"
"1495","Cd28","Adaptive Immune System","Ikbkg",0.00215816638532697,"Immune System"
"1496","Cd28","Adaptive Immune System","Nfkbib",0.00668409423731932,"Immune System"
"1497","Ctsd","Adaptive Immune System","Nfkb1",0.00405341415341102,"Immune System"
"1498","Ctsd","Adaptive Immune System","Rela",0.00405341415340771,"Immune System"
"1499","Ctsd","Adaptive Immune System","Sos1",0.00676894403406607,"Immune System"
"1500","Ctsd","Adaptive Immune System","Ikbkb",0.0040242280005589,"Immune System"
"1501","Ctsd","Adaptive Immune System","Map3k7",0.00358848356737419,"Immune System"
"1502","Ctsd","Adaptive Immune System","Nfkbia",0.0082385708278804,"Immune System"
"1503","Ctsd","Adaptive Immune System","Ikbkg",0.0040242280005589,"Immune System"
"1504","Ctsd","Adaptive Immune System","Nfkbib",0.00823857082787699,"Immune System"
"1505","Fyn","Adaptive Immune System","Nfkb1",0.00262539221460174,"Immune System"
"1506","Fyn","Adaptive Immune System","Rela",0.00262539221459839,"Immune System"
"1507","Fyn","Adaptive Immune System","Sos1",0.0213353965821227,"Immune System"
"1508","Fyn","Adaptive Immune System","Ikbkb",0.00199833211719693,"Immune System"
"1509","Fyn","Adaptive Immune System","Map3k7",0.00178195220641451,"Immune System"
"1510","Fyn","Adaptive Immune System","Nfkbia",0.00544390763107015,"Immune System"
"1511","Fyn","Adaptive Immune System","Ikbkg",0.00199833211719693,"Immune System"
"1512","Fyn","Adaptive Immune System","Nfkbib",0.0054439076310667,"Immune System"
"1513","Ikbkb","Adaptive Immune System","Nfkb1",0.0825553540774367,"Immune System"
"1514","Ikbkb","Adaptive Immune System","Rela",0.0825553540774343,"Immune System"
"1515","Ikbkb","Adaptive Immune System","Nfkbia",0.15573418724412,"Immune System"
"1516","Ikbkb","Adaptive Immune System","Nfkbib",0.155734187244117,"Immune System"
"1517","Pik3r1","Adaptive Immune System","Nfkb1",0.00176045342907686,"Immune System"
"1518","Pik3r1","Adaptive Immune System","Rela",0.00176045342907325,"Immune System"
"1519","Pik3r1","Adaptive Immune System","Sos1",0.0194335792340206,"Immune System"
"1520","Pik3r1","Adaptive Immune System","Ikbkb",0.00118812165276354,"Immune System"
"1521","Pik3r1","Adaptive Immune System","Map3k7",0.00105947153749376,"Immune System"
"1522","Pik3r1","Adaptive Immune System","Nfkbia",0.00367732160762681,"Immune System"
"1523","Pik3r1","Adaptive Immune System","Ikbkg",0.00118812165276354,"Immune System"
"1524","Pik3r1","Adaptive Immune System","Nfkbib",0.00367732160762309,"Immune System"
"1525","Ptprj","Adaptive Immune System","Nfkb1",0.00217734471740414,"Immune System"
"1526","Ptprj","Adaptive Immune System","Rela",0.00217734471740171,"Immune System"
"1527","Ptprj","Adaptive Immune System","Sos1",0.00369748698789879,"Immune System"
"1528","Ptprj","Adaptive Immune System","Ikbkb",0.00361125385252891,"Immune System"
"1529","Ptprj","Adaptive Immune System","Map3k7",0.00322022636531085,"Immune System"
"1530","Ptprj","Adaptive Immune System","Nfkbia",0.00416852213727723,"Immune System"
"1531","Ptprj","Adaptive Immune System","Ikbkg",0.00361125385252891,"Immune System"
"1532","Ptprj","Adaptive Immune System","Nfkbib",0.00416852213727472,"Immune System"
"1533","Src","Adaptive Immune System","Nfkb1",0.00147661908114308,"Immune System"
"1534","Src","Adaptive Immune System","Rela",0.00147661908114013,"Immune System"
"1535","Src","Adaptive Immune System","Sos1",0.0129629694123115,"Immune System"
"1536","Src","Adaptive Immune System","Ikbkb",0.0016786635809314,"Immune System"
"1537","Src","Adaptive Immune System","Map3k7",0.00149689746070042,"Immune System"
"1538","Src","Adaptive Immune System","Nfkbia",0.0029635344185604,"Immune System"
"1539","Src","Adaptive Immune System","Ikbkg",0.0016786635809314,"Immune System"
"1540","Src","Adaptive Immune System","Nfkbib",0.00296353441855735,"Immune System"
"1541","Pik3r2","Adaptive Immune System","Nfkb1",0.001743601833684,"Immune System"
"1542","Pik3r2","Adaptive Immune System","Rela",0.00174360183368047,"Immune System"
"1543","Pik3r2","Adaptive Immune System","Sos1",0.0143661237085291,"Immune System"
"1544","Pik3r2","Adaptive Immune System","Ikbkb",0.00117607663673019,"Immune System"
"1545","Pik3r2","Adaptive Immune System","Map3k7",0.00104873075886534,"Immune System"
"1546","Pik3r2","Adaptive Immune System","Nfkbia",0.00364224026902529,"Immune System"
"1547","Pik3r2","Adaptive Immune System","Ikbkg",0.00117607663673019,"Immune System"
"1548","Pik3r2","Adaptive Immune System","Nfkbib",0.00364224026902165,"Immune System"
"1549","Btk","Adaptive Immune System","Nfkb1",0.000100805215518769,"Immune System"
"1550","Btk","Adaptive Immune System","Rela",0.000100805215516005,"Immune System"
"1551","Btk","Adaptive Immune System","Sos1",0.0856622226618475,"Immune System"
"1552","Btk","Adaptive Immune System","Ikbkb",8.34777646106073e-05,"Immune System"
"1553","Btk","Adaptive Immune System","Map3k7",7.44387709887464e-05,"Immune System"
"1554","Btk","Adaptive Immune System","Nfkbia",0.000207829345495208,"Immune System"
"1555","Btk","Adaptive Immune System","Ikbkg",8.34777646106073e-05,"Immune System"
"1556","Btk","Adaptive Immune System","Nfkbib",0.000207829345492358,"Immune System"
"1557","Itk","Adaptive Immune System","Nfkb1",9.89983899910966e-06,"Immune System"
"1558","Itk","Adaptive Immune System","Rela",9.89983899589285e-06,"Immune System"
"1559","Itk","Adaptive Immune System","Sos1",0.0111280996428639,"Immune System"
"1560","Itk","Adaptive Immune System","Ikbkb",8.19815152448062e-06,"Immune System"
"1561","Itk","Adaptive Immune System","Map3k7",7.31045358692643e-06,"Immune System"
"1562","Itk","Adaptive Immune System","Nfkbia",2.04104227085159e-05,"Immune System"
"1563","Itk","Adaptive Immune System","Ikbkg",8.19815152448062e-06,"Immune System"
"1564","Itk","Adaptive Immune System","Nfkbib",2.04104227051987e-05,"Immune System"
"1565","Lck","Adaptive Immune System","Nfkb1",0.00418047377620974,"Immune System"
"1566","Lck","Adaptive Immune System","Rela",0.00418047377620689,"Immune System"
"1567","Lck","Adaptive Immune System","Sos1",0.0124315433754572,"Immune System"
"1568","Lck","Adaptive Immune System","Ikbkb",0.00612080557528922,"Immune System"
"1569","Lck","Adaptive Immune System","Map3k7",0.00545804318815326,"Immune System"
"1570","Lck","Adaptive Immune System","Nfkbia",0.00814756694880108,"Immune System"
"1571","Lck","Adaptive Immune System","Ikbkg",0.00612080557528922,"Immune System"
"1572","Lck","Adaptive Immune System","Nfkbib",0.00814756694879813,"Immune System"
"1573","Lyn","Adaptive Immune System","Nfkb1",0.00083669138049774,"Immune System"
"1574","Lyn","Adaptive Immune System","Rela",0.000836691380495136,"Immune System"
"1575","Lyn","Adaptive Immune System","Sos1",0.0340429297496448,"Immune System"
"1576","Lyn","Adaptive Immune System","Ikbkb",0.000982249984167988,"Immune System"
"1577","Lyn","Adaptive Immune System","Map3k7",0.000875891705625857,"Immune System"
"1578","Lyn","Adaptive Immune System","Nfkbia",0.0016737089759384,"Immune System"
"1579","Lyn","Adaptive Immune System","Ikbkg",0.000982249984167988,"Immune System"
"1580","Lyn","Adaptive Immune System","Nfkbib",0.00167370897593571,"Immune System"
"1581","Pak2","Adaptive Immune System","Nfkb1",3.80778764378529e-05,"Immune System"
"1582","Pak2","Adaptive Immune System","Rela",3.80778764354797e-05,"Immune System"
"1583","Pak2","Adaptive Immune System","Sos1",0.0428021508524604,"Immune System"
"1584","Pak2","Adaptive Immune System","Ikbkb",3.15326542407965e-05,"Immune System"
"1585","Pak2","Adaptive Immune System","Map3k7",2.81182904027644e-05,"Immune System"
"1586","Pak2","Adaptive Immune System","Nfkbia",7.85048680008106e-05,"Immune System"
"1587","Pak2","Adaptive Immune System","Ikbkg",3.15326542407965e-05,"Immune System"
"1588","Pak2","Adaptive Immune System","Nfkbib",7.85048679983634e-05,"Immune System"
"1589","Pak3","Adaptive Immune System","Nfkb1",3.80778764378529e-05,"Immune System"
"1590","Pak3","Adaptive Immune System","Rela",3.80778764354797e-05,"Immune System"
"1591","Pak3","Adaptive Immune System","Sos1",0.0428021508524604,"Immune System"
"1592","Pak3","Adaptive Immune System","Ikbkb",3.15326542407965e-05,"Immune System"
"1593","Pak3","Adaptive Immune System","Map3k7",2.81182904027644e-05,"Immune System"
"1594","Pak3","Adaptive Immune System","Nfkbia",7.85048680008106e-05,"Immune System"
"1595","Pak3","Adaptive Immune System","Ikbkg",3.15326542407965e-05,"Immune System"
"1596","Pak3","Adaptive Immune System","Nfkbib",7.85048679983634e-05,"Immune System"
"1597","Pik3r3","Adaptive Immune System","Nfkb1",0.00251523420436199,"Immune System"
"1598","Pik3r3","Adaptive Immune System","Rela",0.00251523420435831,"Immune System"
"1599","Pik3r3","Adaptive Immune System","Sos1",0.0204030584719002,"Immune System"
"1600","Pik3r3","Adaptive Immune System","Ikbkb",0.00169650612215295,"Immune System"
"1601","Pik3r3","Adaptive Immune System","Map3k7",0.00151280800701199,"Immune System"
"1602","Pik3r3","Adaptive Immune System","Nfkbia",0.00525412440836756,"Immune System"
"1603","Pik3r3","Adaptive Immune System","Ikbkg",0.00169650612215295,"Immune System"
"1604","Pik3r3","Adaptive Immune System","Nfkbib",0.00525412440836377,"Immune System"
"1605","Prkcb","Adaptive Immune System","Nfkb1",0.0193577997150512,"Immune System"
"1606","Prkcb","Adaptive Immune System","Rela",0.0193577997150477,"Immune System"
"1607","Prkcb","Adaptive Immune System","Ikbkb",0.032980733151094,"Immune System"
"1608","Prkcb","Adaptive Immune System","Map3k7",0.0294095709627552,"Immune System"
"1609","Prkcb","Adaptive Immune System","Nfkbia",0.0369054336063263,"Immune System"
"1610","Prkcb","Adaptive Immune System","Ikbkg",0.032980733151094,"Immune System"
"1611","Prkcb","Adaptive Immune System","Nfkbib",0.0369054336063227,"Immune System"
"1612","Gm11127","Adaptive Immune System","Nfkb1",0.00170535354793568,"Immune System"
"1613","Gm11127","Adaptive Immune System","Rela",0.0017053535479327,"Immune System"
"1614","Gm11127","Adaptive Immune System","Sos1",0.00183512399598085,"Immune System"
"1615","Gm11127","Adaptive Immune System","Ikbkb",0.00293837207073659,"Immune System"
"1616","Gm11127","Adaptive Immune System","Map3k7",0.00262020439428464,"Immune System"
"1617","Gm11127","Adaptive Immune System","Nfkbia",0.00324540890109841,"Immune System"
"1618","Gm11127","Adaptive Immune System","Ikbkg",0.00293837207073659,"Immune System"
"1619","Gm11127","Adaptive Immune System","Nfkbib",0.00324540890109533,"Immune System"
"1620","Gm7030","Adaptive Immune System","Nfkb1",0.00170535354793568,"Immune System"
"1621","Gm7030","Adaptive Immune System","Rela",0.0017053535479327,"Immune System"
"1622","Gm7030","Adaptive Immune System","Sos1",0.00183512399598085,"Immune System"
"1623","Gm7030","Adaptive Immune System","Ikbkb",0.00293837207073658,"Immune System"
"1624","Gm7030","Adaptive Immune System","Map3k7",0.00262020439428463,"Immune System"
"1625","Gm7030","Adaptive Immune System","Nfkbia",0.0032454089010984,"Immune System"
"1626","Gm7030","Adaptive Immune System","Ikbkg",0.00293837207073658,"Immune System"
"1627","Gm7030","Adaptive Immune System","Nfkbib",0.00324540890109533,"Immune System"
"1628","Cd80","Adaptive Immune System","Nfkb1",0.000853430219331416,"Immune System"
"1629","Cd80","Adaptive Immune System","Rela",0.000853430219327874,"Immune System"
"1630","Cd80","Adaptive Immune System","Sos1",0.00680700599975234,"Immune System"
"1631","Cd80","Adaptive Immune System","Ikbkb",0.000575616171457535,"Immune System"
"1632","Cd80","Adaptive Immune System","Map3k7",0.000513288305756132,"Immune System"
"1633","Cd80","Adaptive Immune System","Nfkbia",0.00178275074648396,"Immune System"
"1634","Cd80","Adaptive Immune System","Ikbkg",0.000575616171457535,"Immune System"
"1635","Cd80","Adaptive Immune System","Nfkbib",0.00178275074648031,"Immune System"
"1636","Pdcd1","Adaptive Immune System","Nfkb1",0.00227448890763616,"Immune System"
"1637","Pdcd1","Adaptive Immune System","Rela",0.00227448890763355,"Immune System"
"1638","Pdcd1","Adaptive Immune System","Sos1",0.00518574506512274,"Immune System"
"1639","Pdcd1","Adaptive Immune System","Ikbkb",0.00385633039961524,"Immune System"
"1640","Pdcd1","Adaptive Immune System","Map3k7",0.00343876596143869,"Immune System"
"1641","Pdcd1","Adaptive Immune System","Nfkbia",0.00433962335543996,"Immune System"
"1642","Pdcd1","Adaptive Immune System","Ikbkg",0.00385633039961524,"Immune System"
"1643","Pdcd1","Adaptive Immune System","Nfkbib",0.00433962335543727,"Immune System"
"1644","Ctla4","Adaptive Immune System","Nfkb1",0.000914756615176105,"Immune System"
"1645","Ctla4","Adaptive Immune System","Rela",0.000914756615173297,"Immune System"
"1646","Ctla4","Adaptive Immune System","Sos1",0.00740566901003218,"Immune System"
"1647","Ctla4","Adaptive Immune System","Ikbkb",0.000680058015361037,"Immune System"
"1648","Ctla4","Adaptive Immune System","Map3k7",0.00060642116019276,"Immune System"
"1649","Ctla4","Adaptive Immune System","Nfkbia",0.00189967640577927,"Immune System"
"1650","Ctla4","Adaptive Immune System","Ikbkg",0.000680058015361037,"Immune System"
"1651","Ctla4","Adaptive Immune System","Nfkbib",0.00189967640577638,"Immune System"
"1652","Lag3","Adaptive Immune System","Nfkb1",0.00259210721263926,"Immune System"
"1653","Lag3","Adaptive Immune System","Rela",0.00259210721263623,"Immune System"
"1654","Lag3","Adaptive Immune System","Sos1",0.00278935599724501,"Immune System"
"1655","Lag3","Adaptive Immune System","Ikbkb",0.00446627354612743,"Immune System"
"1656","Lag3","Adaptive Immune System","Map3k7",0.00398266430864676,"Immune System"
"1657","Lag3","Adaptive Immune System","Nfkbia",0.00493296409456285,"Immune System"
"1658","Lag3","Adaptive Immune System","Ikbkg",0.00446627354612743,"Immune System"
"1659","Lag3","Adaptive Immune System","Nfkbib",0.00493296409455973,"Immune System"
"1660","Icos","Adaptive Immune System","Nfkb1",0.00114614505042948,"Immune System"
"1661","Icos","Adaptive Immune System","Rela",0.00114614505042618,"Immune System"
"1662","Icos","Adaptive Immune System","Sos1",0.0101659550815439,"Immune System"
"1663","Icos","Adaptive Immune System","Ikbkb",0.000773185595800812,"Immune System"
"1664","Icos","Adaptive Immune System","Map3k7",0.0006894648624946,"Immune System"
"1665","Icos","Adaptive Immune System","Nfkbia",0.00239418475046365,"Immune System"
"1666","Icos","Adaptive Immune System","Ikbkg",0.000773185595800812,"Immune System"
"1667","Icos","Adaptive Immune System","Nfkbib",0.00239418475046025,"Immune System"
"1668","Btla","Adaptive Immune System","Nfkb1",0.000820982112336364,"Immune System"
"1669","Btla","Adaptive Immune System","Rela",0.000820982112333539,"Immune System"
"1670","Btla","Adaptive Immune System","Sos1",0.03567513291633,"Immune System"
"1671","Btla","Adaptive Immune System","Ikbkb",0.00128696846985795,"Immune System"
"1672","Btla","Adaptive Immune System","Map3k7",0.00114761519604908,"Immune System"
"1673","Btla","Adaptive Immune System","Nfkbia",0.00158500514154708,"Immune System"
"1674","Btla","Adaptive Immune System","Ikbkg",0.00128696846985795,"Immune System"
"1675","Btla","Adaptive Immune System","Nfkbib",0.00158500514154416,"Immune System"
"1676","Cd74,Cxcr4","Adaptive Immune System","Nfkb1",0.00232777657359196,"Immune System"
"1677","Cd74,Cxcr4","Adaptive Immune System","Rela",0.00232777657358924,"Immune System"
"1678","Cd74,Cxcr4","Adaptive Immune System","Sos1",0.00250491087486381,"Immune System"
"1679","Cd74,Cxcr4","Adaptive Immune System","Ikbkb",0.00401082442934271,"Immune System"
"1680","Cd74,Cxcr4","Adaptive Immune System","Map3k7",0.00357653133826567,"Immune System"
"1681","Cd74,Cxcr4","Adaptive Immune System","Nfkbia",0.00442992411799276,"Immune System"
"1682","Cd74,Cxcr4","Adaptive Immune System","Ikbkg",0.00401082442934271,"Immune System"
"1683","Cd74,Cxcr4","Adaptive Immune System","Nfkbib",0.00442992411798997,"Immune System"
"1684","Cd74,Cd44","Adaptive Immune System","Nfkb1",0.00232777657359196,"Immune System"
"1685","Cd74,Cd44","Adaptive Immune System","Rela",0.00232777657358924,"Immune System"
"1686","Cd74,Cd44","Adaptive Immune System","Sos1",0.00250491087486381,"Immune System"
"1687","Cd74,Cd44","Adaptive Immune System","Ikbkb",0.00401082442934271,"Immune System"
"1688","Cd74,Cd44","Adaptive Immune System","Map3k7",0.00357653133826567,"Immune System"
"1689","Cd74,Cd44","Adaptive Immune System","Nfkbia",0.00442992411799276,"Immune System"
"1690","Cd74,Cd44","Adaptive Immune System","Ikbkg",0.00401082442934271,"Immune System"
"1691","Cd74,Cd44","Adaptive Immune System","Nfkbib",0.00442992411798997,"Immune System"
"1692","Cd74,Cxcr2","Adaptive Immune System","Nfkb1",0.00232777657359196,"Immune System"
"1693","Cd74,Cxcr2","Adaptive Immune System","Rela",0.00232777657358924,"Immune System"
"1694","Cd74,Cxcr2","Adaptive Immune System","Sos1",0.00250491087486381,"Immune System"
"1695","Cd74,Cxcr2","Adaptive Immune System","Ikbkb",0.00401082442934271,"Immune System"
"1696","Cd74,Cxcr2","Adaptive Immune System","Map3k7",0.00357653133826567,"Immune System"
"1697","Cd74,Cxcr2","Adaptive Immune System","Nfkbia",0.00442992411799276,"Immune System"
"1698","Cd74,Cxcr2","Adaptive Immune System","Ikbkg",0.00401082442934271,"Immune System"
"1699","Cd74,Cxcr2","Adaptive Immune System","Nfkbib",0.00442992411798997,"Immune System"
"1700","Cd22","Adaptive Immune System","Nfkb1",0.000231486682179976,"Immune System"
"1701","Cd22","Adaptive Immune System","Rela",0.000231486682177593,"Immune System"
"1702","Cd22","Adaptive Immune System","Sos1",0.0648504589258548,"Immune System"
"1703","Cd22","Adaptive Immune System","Ikbkb",0.000336278102826607,"Immune System"
"1704","Cd22","Adaptive Immune System","Map3k7",0.000299865824175157,"Immune System"
"1705","Cd22","Adaptive Immune System","Nfkbia",0.00045162768625601,"Immune System"
"1706","Cd22","Adaptive Immune System","Ikbkg",0.000336278102826607,"Immune System"
"1707","Cd22","Adaptive Immune System","Nfkbib",0.000451627686253553,"Immune System"
"1708","Cd274","Adaptive Immune System","Nfkb1",0.00227448890763616,"Immune System"
"1709","Cd274","Adaptive Immune System","Rela",0.00227448890763355,"Immune System"
"1710","Cd274","Adaptive Immune System","Sos1",0.00518574506512274,"Immune System"
"1711","Cd274","Adaptive Immune System","Ikbkb",0.00385633039961524,"Immune System"
"1712","Cd274","Adaptive Immune System","Map3k7",0.00343876596143869,"Immune System"
"1713","Cd274","Adaptive Immune System","Nfkbia",0.00433962335543996,"Immune System"
"1714","Cd274","Adaptive Immune System","Ikbkg",0.00385633039961524,"Immune System"
"1715","Cd274","Adaptive Immune System","Nfkbib",0.00433962335543727,"Immune System"
"1716","Cd8a,Cd8b1","Adaptive Immune System","Nfkb1",0.00170535354793568,"Immune System"
"1717","Cd8a,Cd8b1","Adaptive Immune System","Rela",0.0017053535479327,"Immune System"
"1718","Cd8a,Cd8b1","Adaptive Immune System","Sos1",0.00183512399598085,"Immune System"
"1719","Cd8a,Cd8b1","Adaptive Immune System","Ikbkb",0.00293837207073659,"Immune System"
"1720","Cd8a,Cd8b1","Adaptive Immune System","Map3k7",0.00262020439428464,"Immune System"
"1721","Cd8a,Cd8b1","Adaptive Immune System","Nfkbia",0.00324540890109841,"Immune System"
"1722","Cd8a,Cd8b1","Adaptive Immune System","Ikbkg",0.00293837207073659,"Immune System"
"1723","Cd8a,Cd8b1","Adaptive Immune System","Nfkbib",0.00324540890109533,"Immune System"
"1724","Cd8a","Adaptive Immune System","Nfkb1",0.00170535354793568,"Immune System"
"1725","Cd8a","Adaptive Immune System","Rela",0.0017053535479327,"Immune System"
"1726","Cd8a","Adaptive Immune System","Sos1",0.00183512399598085,"Immune System"
"1727","Cd8a","Adaptive Immune System","Ikbkb",0.00293837207073659,"Immune System"
"1728","Cd8a","Adaptive Immune System","Map3k7",0.00262020439428464,"Immune System"
"1729","Cd8a","Adaptive Immune System","Nfkbia",0.00324540890109841,"Immune System"
"1730","Cd8a","Adaptive Immune System","Ikbkg",0.00293837207073659,"Immune System"
"1731","Cd8a","Adaptive Immune System","Nfkbib",0.00324540890109533,"Immune System"
"1732","Cd8b1","Adaptive Immune System","Nfkb1",0.00170535354793568,"Immune System"
"1733","Cd8b1","Adaptive Immune System","Rela",0.0017053535479327,"Immune System"
"1734","Cd8b1","Adaptive Immune System","Sos1",0.00183512399598085,"Immune System"
"1735","Cd8b1","Adaptive Immune System","Ikbkb",0.00293837207073659,"Immune System"
"1736","Cd8b1","Adaptive Immune System","Map3k7",0.00262020439428464,"Immune System"
"1737","Cd8b1","Adaptive Immune System","Nfkbia",0.00324540890109841,"Immune System"
"1738","Cd8b1","Adaptive Immune System","Ikbkg",0.00293837207073659,"Immune System"
"1739","Cd8b1","Adaptive Immune System","Nfkbib",0.00324540890109533,"Immune System"
"1740","Notch1","Signaling by NOTCH","Ep300",0.0274259536068628,"Signal Transduction"
"1741","Notch1","Signaling by NOTCH","Rbpj",0.0274259536068628,"Signal Transduction"
"1742","Notch1","Signaling by NOTCH","Dtx1",0.0274259536068628,"Signal Transduction"
"1743","Notch1","Signaling by NOTCH","Kat2b",0.0274259536068628,"Signal Transduction"
"1744","Notch1","Signaling by NOTCH","Notch1",0.413376692045468,"Signal Transduction"
"1745","Notch1","Signaling by NOTCH","Notch3",0.0281410485698578,"Signal Transduction"
"1746","Notch1","Signaling by NOTCH","Notch4",0.0161636185737595,"Signal Transduction"
"1747","Notch1","Signaling by NOTCH","Ybx1",0.0021745355713072,"Signal Transduction"
"1748","Notch1","Signaling by NOTCH","Maml1",0.0274259536068628,"Signal Transduction"
"1749","Notch1","Signaling by NOTCH","Maml3",0.0274259536068628,"Signal Transduction"
"1750","Egfr","Signaling by NOTCH","Ep300",0.001865575936564,"Signal Transduction"
"1751","Egfr","Signaling by NOTCH","Rbpj",0.001865575936564,"Signal Transduction"
"1752","Egfr","Signaling by NOTCH","Dtx1",0.001865575936564,"Signal Transduction"
"1753","Egfr","Signaling by NOTCH","Kat2b",0.001865575936564,"Signal Transduction"
"1754","Egfr","Signaling by NOTCH","Notch1",0.0285323378533318,"Signal Transduction"
"1755","Egfr","Signaling by NOTCH","Notch3",0.328095260162579,"Signal Transduction"
"1756","Egfr","Signaling by NOTCH","Notch4",0.0148782204311217,"Signal Transduction"
"1757","Egfr","Signaling by NOTCH","Ybx1",0.0253528155580175,"Signal Transduction"
"1758","Egfr","Signaling by NOTCH","Maml1",0.001865575936564,"Signal Transduction"
"1759","Egfr","Signaling by NOTCH","Maml3",0.001865575936564,"Signal Transduction"
"1760","Ncstn","Signaling by NOTCH","Ep300",0.0021454123270486,"Signal Transduction"
"1761","Ncstn","Signaling by NOTCH","Rbpj",0.0021454123270486,"Signal Transduction"
"1762","Ncstn","Signaling by NOTCH","Dtx1",0.0021454123270486,"Signal Transduction"
"1763","Ncstn","Signaling by NOTCH","Kat2b",0.0021454123270486,"Signal Transduction"
"1764","Ncstn","Signaling by NOTCH","Notch1",0.0328121885313315,"Signal Transduction"
"1765","Ncstn","Signaling by NOTCH","Notch3",0.377309549186966,"Signal Transduction"
"1766","Ncstn","Signaling by NOTCH","Notch4",0.01710995349579,"Signal Transduction"
"1767","Ncstn","Signaling by NOTCH","Ybx1",0.0291557378917201,"Signal Transduction"
"1768","Ncstn","Signaling by NOTCH","Maml1",0.0021454123270486,"Signal Transduction"
"1769","Ncstn","Signaling by NOTCH","Maml3",0.0021454123270486,"Signal Transduction"
"1770","Notch3","Signaling by NOTCH","Ep300",0.00220851268960885,"Signal Transduction"
"1771","Notch3","Signaling by NOTCH","Rbpj",0.00220851268960885,"Signal Transduction"
"1772","Notch3","Signaling by NOTCH","Dtx1",0.00220851268960885,"Signal Transduction"
"1773","Notch3","Signaling by NOTCH","Kat2b",0.00220851268960885,"Signal Transduction"
"1774","Notch3","Signaling by NOTCH","Notch1",0.0337772528999001,"Signal Transduction"
"1775","Notch3","Signaling by NOTCH","Notch3",0.377309549186966,"Signal Transduction"
"1776","Notch3","Signaling by NOTCH","Notch4",0.0176131874221367,"Signal Transduction"
"1777","Notch3","Signaling by NOTCH","Ybx1",0.0300132595944177,"Signal Transduction"
"1778","Notch3","Signaling by NOTCH","Maml1",0.00220851268960885,"Signal Transduction"
"1779","Notch3","Signaling by NOTCH","Maml3",0.00220851268960885,"Signal Transduction"
"1780","Notch4","Signaling by NOTCH","Ep300",0.00797357076964476,"Signal Transduction"
"1781","Notch4","Signaling by NOTCH","Rbpj",0.00797357076964476,"Signal Transduction"
"1782","Notch4","Signaling by NOTCH","Dtx1",0.00797357076964476,"Signal Transduction"
"1783","Notch4","Signaling by NOTCH","Kat2b",0.00797357076964476,"Signal Transduction"
"1784","Notch4","Signaling by NOTCH","Notch1",0.121948729418096,"Signal Transduction"
"1785","Notch4","Signaling by NOTCH","Notch3",0.110711463796288,"Signal Transduction"
"1786","Notch4","Signaling by NOTCH","Ybx1",0.00855497674789499,"Signal Transduction"
"1787","Notch4","Signaling by NOTCH","Maml1",0.00797357076964476,"Signal Transduction"
"1788","Notch4","Signaling by NOTCH","Maml3",0.00797357076964476,"Signal Transduction"
"1789","Ep300","Signaling by NOTCH","Ep300",0.0270284760183575,"Signal Transduction"
"1790","Ep300","Signaling by NOTCH","Rbpj",0.0270284760183575,"Signal Transduction"
"1791","Ep300","Signaling by NOTCH","Dtx1",0.0270284760183575,"Signal Transduction"
"1792","Ep300","Signaling by NOTCH","Kat2b",0.0270284760183575,"Signal Transduction"
"1793","Ep300","Signaling by NOTCH","Notch1",0.413376692045468,"Signal Transduction"
"1794","Ep300","Signaling by NOTCH","Notch3",0.0277641595265115,"Signal Transduction"
"1795","Ep300","Signaling by NOTCH","Notch4",0.0159471415392895,"Signal Transduction"
"1796","Ep300","Signaling by NOTCH","Ybx1",0.00214541232704862,"Signal Transduction"
"1797","Ep300","Signaling by NOTCH","Maml1",0.0270284760183575,"Signal Transduction"
"1798","Ep300","Signaling by NOTCH","Maml3",0.0270284760183575,"Signal Transduction"
"1799","Kat2a","Signaling by NOTCH","Ep300",0.0270284760183575,"Signal Transduction"
"1800","Kat2a","Signaling by NOTCH","Rbpj",0.0270284760183575,"Signal Transduction"
"1801","Kat2a","Signaling by NOTCH","Dtx1",0.0270284760183575,"Signal Transduction"
"1802","Kat2a","Signaling by NOTCH","Kat2b",0.0270284760183575,"Signal Transduction"
"1803","Kat2a","Signaling by NOTCH","Notch1",0.413376692045468,"Signal Transduction"
"1804","Kat2a","Signaling by NOTCH","Notch3",0.0277641595265115,"Signal Transduction"
"1805","Kat2a","Signaling by NOTCH","Notch4",0.0159471415392895,"Signal Transduction"
"1806","Kat2a","Signaling by NOTCH","Ybx1",0.00214541232704862,"Signal Transduction"
"1807","Kat2a","Signaling by NOTCH","Maml1",0.0270284760183575,"Signal Transduction"
"1808","Kat2a","Signaling by NOTCH","Maml3",0.0270284760183575,"Signal Transduction"
"1809","Kat2b","Signaling by NOTCH","Ep300",0.0270284760183575,"Signal Transduction"
"1810","Kat2b","Signaling by NOTCH","Rbpj",0.0270284760183575,"Signal Transduction"
"1811","Kat2b","Signaling by NOTCH","Dtx1",0.0270284760183575,"Signal Transduction"
"1812","Kat2b","Signaling by NOTCH","Kat2b",0.0270284760183575,"Signal Transduction"
"1813","Kat2b","Signaling by NOTCH","Notch1",0.413376692045468,"Signal Transduction"
"1814","Kat2b","Signaling by NOTCH","Notch3",0.0277641595265115,"Signal Transduction"
"1815","Kat2b","Signaling by NOTCH","Notch4",0.0159471415392895,"Signal Transduction"
"1816","Kat2b","Signaling by NOTCH","Ybx1",0.00214541232704862,"Signal Transduction"
